date,UTLA,confirm,type,GSS_CD
13/03/2020,Kirklees,1,UTLA,E08000034
13/03/2020,Knowsley,0,UTLA,E08000011
13/03/2020,Lambeth,9,UTLA,E09000022
13/03/2020,Lancashire,6,UTLA,E10000017
13/03/2020,Leeds,7,UTLA,E08000035
13/03/2020,Leicester,2,UTLA,E06000016
13/03/2020,Leicestershire,3,UTLA,E10000018
13/03/2020,Lewisham,5,UTLA,E09000023
13/03/2020,Lincolnshire,1,UTLA,E10000019
13/03/2020,Liverpool,8,UTLA,E08000012
13/03/2020,Luton,3,UTLA,E06000032
13/03/2020,Manchester,7,UTLA,E08000003
13/03/2020,Medway,2,UTLA,E06000035
13/03/2020,Merton,4,UTLA,E09000024
13/03/2020,Middlesbrough,0,UTLA,E06000002
13/03/2020,Milton Keynes,2,UTLA,E06000042
13/03/2020,Newcastle upon Tyne,5,UTLA,E08000021
13/03/2020,Newham,0,UTLA,E09000025
13/03/2020,Norfolk,0,UTLA,E10000020
13/03/2020,North East Lincolnshire,0,UTLA,E06000012
13/03/2020,North Lincolnshire,1,UTLA,E06000013
13/03/2020,North Somerset,0,UTLA,E06000024
13/03/2020,North Tyneside,3,UTLA,E08000022
13/03/2020,North Yorkshire,4,UTLA,E10000023
13/03/2020,Northamptonshire,6,UTLA,E10000021
13/03/2020,Northumberland,0,UTLA,E06000057
13/03/2020,Nottingham,5,UTLA,E06000018
13/03/2020,Nottinghamshire,6,UTLA,E10000024
13/03/2020,Oldham,6,UTLA,E08000004
13/03/2020,Oxfordshire,22,UTLA,E10000025
13/03/2020,Peterborough,1,UTLA,E06000031
13/03/2020,Plymouth,1,UTLA,E06000026
13/03/2020,Portsmouth,0,UTLA,E06000044
13/03/2020,Reading,3,UTLA,E06000038
13/03/2020,Redbridge,1,UTLA,E09000026
13/03/2020,Redcar and Cleveland,0,UTLA,E06000003
13/03/2020,Richmond upon Thames,1,UTLA,E09000027
13/03/2020,Rochdale,2,UTLA,E08000005
13/03/2020,Rotherham,1,UTLA,E08000018
13/03/2020,Rutland,0,UTLA,E06000017
13/03/2020,Salford,0,UTLA,E08000006
13/03/2020,Sandwell,0,UTLA,E08000028
13/03/2020,Sefton,1,UTLA,E08000014
13/03/2020,Sheffield,3,UTLA,E08000019
13/03/2020,Shropshire,3,UTLA,E06000051
13/03/2020,Slough,2,UTLA,E06000039
13/03/2020,Solihull,0,UTLA,E08000029
13/03/2020,Somerset,1,UTLA,E10000027
13/03/2020,South Gloucestershire,1,UTLA,E06000025
13/03/2020,South Tyneside,0,UTLA,E08000023
13/03/2020,Southampton,0,UTLA,E06000045
13/03/2020,Southend-on-Sea,2,UTLA,E06000033
13/03/2020,Southwark,13,UTLA,E09000028
13/03/2020,St. Helens,0,UTLA,E08000013
13/03/2020,Staffordshire,4,UTLA,E10000028
13/03/2020,Stockport,2,UTLA,E08000007
13/03/2020,Stockton-on-Tees,2,UTLA,E06000004
13/03/2020,Stoke-on-Trent,0,UTLA,E06000021
13/03/2020,Suffolk,1,UTLA,E10000029
13/03/2020,Sunderland,1,UTLA,E08000024
13/03/2020,Surrey,16,UTLA,E10000030
13/03/2020,Sutton,6,UTLA,E09000029
13/03/2020,Swindon,2,UTLA,E06000030
13/03/2020,Tameside,1,UTLA,E08000008
13/03/2020,Telford and Wrekin,0,UTLA,E06000020
13/03/2020,Thurrock,0,UTLA,E06000034
13/03/2020,Torbay,7,UTLA,E06000027
13/03/2020,Tower Hamlets,6,UTLA,E09000030
13/03/2020,Trafford,5,UTLA,E08000009
13/03/2020,Wakefield,0,UTLA,E08000036
13/03/2020,Walsall,1,UTLA,E08000030
13/03/2020,Waltham Forest,1,UTLA,E09000031
13/03/2020,Wandsworth,7,UTLA,E09000032
13/03/2020,Warrington,1,UTLA,E06000007
13/03/2020,Warwickshire,4,UTLA,E10000031
13/03/2020,West Berkshire,1,UTLA,E06000037
13/03/2020,West Sussex,4,UTLA,E10000032
13/03/2020,Westminster,13,UTLA,E09000033
13/03/2020,Wigan,3,UTLA,E08000010
13/03/2020,Wiltshire,4,UTLA,E06000054
13/03/2020,Windsor and Maidenhead,4,UTLA,E06000040
13/03/2020,Wirral,5,UTLA,E08000015
13/03/2020,Wokingham,4,UTLA,E06000041
13/03/2020,Wolverhampton,8,UTLA,E08000031
13/03/2020,Worcestershire,2,UTLA,E10000034
13/03/2020,York,4,UTLA,E06000014
13/03/2020,East of England,39,NHS_region,E40000007
13/03/2020,London,167,NHS_region,E40000003
13/03/2020,Midlands,59,NHS_region,E40000008
13/03/2020,North East and Yorkshire,49,NHS_region,E40000009
13/03/2020,North West,62,NHS_region,E40000010
13/03/2020,South East,110,NHS_region,E40000005
13/03/2020,South West,49,NHS_region,E40000006
13/03/2020,England,645,Country,E92
13/03/2020,Scotland,85,Country,S92
13/03/2020,Wales,38,Country,W92
13/03/2020,Northern Ireland,29,Country,N92
13/03/2020,Ayrshire and Arran,4,NHS_region,S08000015
13/03/2020,Borders,3,NHS_region,S08000016
13/03/2020,Dumfries and Gallow,0,NHS_region,S08000017
13/03/2020,Fife,4,NHS_region,S08000018
13/03/2020,Forth Valley,6,NHS_region,S08000019
13/03/2020,Grampian,11,NHS_region,S08000020
13/03/2020,Greater Glasgow and Clyde,21,NHS_region,S08000021
13/03/2020,Highlands,0,NHS_region,S08000022
13/03/2020,Lanarkshire,7,NHS_region,S08000023
13/03/2020,Lothian,20,NHS_region,S08000024
13/03/2020,Shetland,6,NHS_region,S08000026
13/03/2020,Tayside,3,NHS_region,S08000027
14/03/2020,Barking and Dagenham,5,UTLA,E09000002
14/03/2020,Barnet,23,UTLA,E09000003
14/03/2020,Barnsley,3,UTLA,E08000016
14/03/2020,Bath and North East Somerset,1,UTLA,E06000022
14/03/2020,Bedford,0,UTLA,E06000055
14/03/2020,Bexley,5,UTLA,E09000004
14/03/2020,Birmingham,5,UTLA,E08000025
14/03/2020,Blackburn with Darwen,0,UTLA,E06000008
14/03/2020,Blackpool,1,UTLA,E06000009
14/03/2020,Bolton,3,UTLA,E08000001
14/03/2020,"Bournemouth, Christchurch and Poole",4,UTLA,E06000058
14/03/2020,Bracknell Forest,3,UTLA,E06000036
14/03/2020,Bradford,4,UTLA,E08000032
14/03/2020,Brent,14,UTLA,E09000005
14/03/2020,Brighton and Hove,9,UTLA,E06000043
14/03/2020,"Bristol, City of",4,UTLA,E06000023
14/03/2020,Bromley,5,UTLA,E09000006
14/03/2020,Buckinghamshire,13,UTLA,E10000002
14/03/2020,Bury,3,UTLA,E08000002
14/03/2020,Calderdale,3,UTLA,E08000033
14/03/2020,Cambridgeshire,4,UTLA,E10000003
14/03/2020,Camden,19,UTLA,E09000007
14/03/2020,Central Bedfordshire,1,UTLA,E06000056
14/03/2020,Cheshire East,1,UTLA,E06000049
14/03/2020,Cheshire West and Chester,3,UTLA,E06000050
14/03/2020,Cornwall and Isles of Scilly,4,UTLA,E06000052
14/03/2020,County Durham,1,UTLA,E06000047
14/03/2020,Coventry,3,UTLA,E08000026
14/03/2020,Croydon,1,UTLA,E09000008
14/03/2020,Cumbria,9,UTLA,E10000006
14/03/2020,Darlington,2,UTLA,E06000005
14/03/2020,Derby,3,UTLA,E06000015
14/03/2020,Derbyshire,9,UTLA,E10000007
14/03/2020,Devon,14,UTLA,E10000008
14/03/2020,Doncaster,2,UTLA,E08000017
14/03/2020,Dorset,1,UTLA,E06000059
14/03/2020,Dudley,4,UTLA,E08000027
14/03/2020,Ealing,18,UTLA,E09000009
14/03/2020,East Riding of Yorkshire,2,UTLA,E06000011
14/03/2020,East Sussex,1,UTLA,E10000011
14/03/2020,Enfield,5,UTLA,E09000010
14/03/2020,Essex,8,UTLA,E10000012
14/03/2020,Gateshead,1,UTLA,E08000037
14/03/2020,Gloucestershire,6,UTLA,E10000013
14/03/2020,Greenwich,10,UTLA,E09000011
14/03/2020,Hackney and City of London,11,UTLA,E09000012
14/03/2020,Halton,0,UTLA,E06000006
14/03/2020,Hammersmith and Fulham,10,UTLA,E09000013
14/03/2020,Hampshire,41,UTLA,E10000014
14/03/2020,Haringey,9,UTLA,E09000014
14/03/2020,Harrow,10,UTLA,E09000015
14/03/2020,Hartlepool,0,UTLA,E06000001
14/03/2020,Havering,2,UTLA,E09000016
14/03/2020,"Herefordshire, County of",1,UTLA,E06000019
14/03/2020,Hertfordshire,21,UTLA,E10000015
14/03/2020,Hillingdon,7,UTLA,E09000017
14/03/2020,Hounslow,10,UTLA,E09000018
14/03/2020,Isle of Wight,2,UTLA,E06000046
14/03/2020,Islington,3,UTLA,E09000019
14/03/2020,Kensington and Chelsea,27,UTLA,E09000020
14/03/2020,Kent,11,UTLA,E10000016
14/03/2020,"Kingston upon Hull, City of",1,UTLA,E06000010
14/03/2020,Kingston upon Thames,2,UTLA,E09000021
14/03/2020,Kirklees,1,UTLA,E08000034
14/03/2020,Knowsley,0,UTLA,E08000011
14/03/2020,Lambeth,25,UTLA,E09000022
14/03/2020,Lancashire,6,UTLA,E10000017
14/03/2020,Leeds,9,UTLA,E08000035
14/03/2020,Leicester,2,UTLA,E06000016
14/03/2020,Leicestershire,4,UTLA,E10000018
14/03/2020,Lewisham,6,UTLA,E09000023
14/03/2020,Lincolnshire,3,UTLA,E10000019
14/03/2020,Liverpool,6,UTLA,E08000012
14/03/2020,Luton,3,UTLA,E06000032
14/03/2020,Manchester,9,UTLA,E08000003
14/03/2020,Medway,2,UTLA,E06000035
14/03/2020,Merton,5,UTLA,E09000024
14/03/2020,Middlesbrough,0,UTLA,E06000002
14/03/2020,Milton Keynes,2,UTLA,E06000042
14/03/2020,Newcastle upon Tyne,5,UTLA,E08000021
14/03/2020,Newham,1,UTLA,E09000025
14/03/2020,Norfolk,0,UTLA,E10000020
14/03/2020,North East Lincolnshire,0,UTLA,E06000012
14/03/2020,North Lincolnshire,1,UTLA,E06000013
14/03/2020,North Somerset,0,UTLA,E06000024
14/03/2020,North Tyneside,2,UTLA,E08000022
14/03/2020,North Yorkshire,2,UTLA,E10000023
14/03/2020,Northamptonshire,8,UTLA,E10000021
14/03/2020,Northumberland,0,UTLA,E06000057
14/03/2020,Nottingham,5,UTLA,E06000018
14/03/2020,Nottinghamshire,6,UTLA,E10000024
14/03/2020,Oldham,6,UTLA,E08000004
14/03/2020,Oxfordshire,21,UTLA,E10000025
14/03/2020,Peterborough,1,UTLA,E06000031
14/03/2020,Plymouth,1,UTLA,E06000026
14/03/2020,Portsmouth,1,UTLA,E06000044
14/03/2020,Reading,3,UTLA,E06000038
14/03/2020,Redbridge,1,UTLA,E09000026
14/03/2020,Redcar and Cleveland,1,UTLA,E06000003
14/03/2020,Richmond upon Thames,2,UTLA,E09000027
14/03/2020,Rochdale,2,UTLA,E08000005
14/03/2020,Rotherham,2,UTLA,E08000018
14/03/2020,Rutland,0,UTLA,E06000017
14/03/2020,Salford,0,UTLA,E08000006
14/03/2020,Sandwell,0,UTLA,E08000028
14/03/2020,Sefton,1,UTLA,E08000014
14/03/2020,Sheffield,13,UTLA,E08000019
14/03/2020,Shropshire,3,UTLA,E06000051
14/03/2020,Slough,2,UTLA,E06000039
14/03/2020,Solihull,0,UTLA,E08000029
14/03/2020,Somerset,2,UTLA,E10000027
14/03/2020,South Gloucestershire,2,UTLA,E06000025
14/03/2020,South Tyneside,0,UTLA,E08000023
14/03/2020,Southampton,0,UTLA,E06000045
14/03/2020,Southend-on-Sea,2,UTLA,E06000033
14/03/2020,Southwark,28,UTLA,E09000028
14/03/2020,St. Helens,1,UTLA,E08000013
14/03/2020,Staffordshire,4,UTLA,E10000028
14/03/2020,Stockport,3,UTLA,E08000007
14/03/2020,Stockton-on-Tees,2,UTLA,E06000004
14/03/2020,Stoke-on-Trent,0,UTLA,E06000021
14/03/2020,Suffolk,1,UTLA,E10000029
14/03/2020,Sunderland,1,UTLA,E08000024
14/03/2020,Surrey,15,UTLA,E10000030
14/03/2020,Sutton,6,UTLA,E09000029
14/03/2020,Swindon,2,UTLA,E06000030
14/03/2020,Tameside,2,UTLA,E08000008
14/03/2020,Telford and Wrekin,0,UTLA,E06000020
14/03/2020,Thurrock,0,UTLA,E06000034
14/03/2020,Torbay,7,UTLA,E06000027
14/03/2020,Tower Hamlets,8,UTLA,E09000030
14/03/2020,Trafford,7,UTLA,E08000009
14/03/2020,Wakefield,1,UTLA,E08000036
14/03/2020,Walsall,1,UTLA,E08000030
14/03/2020,Waltham Forest,2,UTLA,E09000031
14/03/2020,Wandsworth,9,UTLA,E09000032
14/03/2020,Warrington,1,UTLA,E06000007
14/03/2020,Warwickshire,4,UTLA,E10000031
14/03/2020,West Berkshire,3,UTLA,E06000037
14/03/2020,West Sussex,6,UTLA,E10000032
14/03/2020,Westminster,24,UTLA,E09000033
14/03/2020,Wigan,3,UTLA,E08000010
14/03/2020,Wiltshire,5,UTLA,E06000054
14/03/2020,Windsor and Maidenhead,5,UTLA,E06000040
14/03/2020,Wirral,5,UTLA,E08000015
14/03/2020,Wokingham,6,UTLA,E06000041
14/03/2020,Wolverhampton,9,UTLA,E08000031
14/03/2020,Worcestershire,2,UTLA,E10000034
14/03/2020,York,4,UTLA,E06000014
14/03/2020,East of England,43,NHS_region,E40000007
14/03/2020,London,313,NHS_region,E40000003
14/03/2020,Midlands,75,NHS_region,E40000008
14/03/2020,North East and Yorkshire,67,NHS_region,E40000009
14/03/2020,North West,69,NHS_region,E40000010
14/03/2020,South East,144,NHS_region,E40000005
14/03/2020,South West,53,NHS_region,E40000006
14/03/2020,England,925,Country,E92
14/03/2020,Scotland,121,Country,S92
14/03/2020,Wales,60,Country,W92
14/03/2020,Northern Ireland,34,Country,N92
14/03/2020,Ayrshire and Arran,6,NHS_region,S08000015
14/03/2020,Borders,5,NHS_region,S08000016
14/03/2020,Dumfries and Gallow,0,NHS_region,S08000017
14/03/2020,Fife,6,NHS_region,S08000018
14/03/2020,Forth Valley,6,NHS_region,S08000019
14/03/2020,Grampian,9,NHS_region,S08000020
14/03/2020,Greater Glasgow and Clyde,31,NHS_region,S08000021
14/03/2020,Highlands,1,NHS_region,S08000022
14/03/2020,Lanarkshire,10,NHS_region,S08000023
14/03/2020,Lothian,25,NHS_region,S08000024
14/03/2020,Shetland,11,NHS_region,S08000026
14/03/2020,Tayside,11,NHS_region,S08000027
15/03/2020,Barking and Dagenham,7,UTLA,E09000002
15/03/2020,Barnet,25,UTLA,E09000003
15/03/2020,Barnsley,5,UTLA,E08000016
15/03/2020,Bath and North East Somerset,2,UTLA,E06000022
15/03/2020,Bedford,0,UTLA,E06000055
15/03/2020,Bexley,7,UTLA,E09000004
15/03/2020,Birmingham,8,UTLA,E08000025
15/03/2020,Blackburn with Darwen,0,UTLA,E06000008
15/03/2020,Blackpool,3,UTLA,E06000009
15/03/2020,Bolton,3,UTLA,E08000001
15/03/2020,"Bournemouth, Christchurch and Poole",5,UTLA,E06000058
15/03/2020,Bracknell Forest,5,UTLA,E06000036
15/03/2020,Bradford,6,UTLA,E08000032
15/03/2020,Brent,20,UTLA,E09000005
15/03/2020,Brighton and Hove,10,UTLA,E06000043
15/03/2020,"Bristol, City of",5,UTLA,E06000023
15/03/2020,Bromley,7,UTLA,E09000006
15/03/2020,Buckinghamshire,15,UTLA,E10000002
15/03/2020,Bury,3,UTLA,E08000002
15/03/2020,Calderdale,5,UTLA,E08000033
15/03/2020,Cambridgeshire,7,UTLA,E10000003
15/03/2020,Camden,22,UTLA,E09000007
15/03/2020,Central Bedfordshire,3,UTLA,E06000056
15/03/2020,Cheshire East,1,UTLA,E06000049
15/03/2020,Cheshire West and Chester,4,UTLA,E06000050
15/03/2020,Cornwall and Isles of Scilly,5,UTLA,E06000052
15/03/2020,County Durham,1,UTLA,E06000047
15/03/2020,Coventry,2,UTLA,E08000026
15/03/2020,Croydon,2,UTLA,E09000008
15/03/2020,Cumbria,10,UTLA,E10000006
15/03/2020,Darlington,2,UTLA,E06000005
15/03/2020,Derby,5,UTLA,E06000015
15/03/2020,Derbyshire,11,UTLA,E10000007
15/03/2020,Devon,15,UTLA,E10000008
15/03/2020,Doncaster,2,UTLA,E08000017
15/03/2020,Dorset,1,UTLA,E06000059
15/03/2020,Dudley,4,UTLA,E08000027
15/03/2020,Ealing,20,UTLA,E09000009
15/03/2020,East Riding of Yorkshire,3,UTLA,E06000011
15/03/2020,East Sussex,1,UTLA,E10000011
15/03/2020,Enfield,6,UTLA,E09000010
15/03/2020,Essex,14,UTLA,E10000012
15/03/2020,Gateshead,1,UTLA,E08000037
15/03/2020,Gloucestershire,6,UTLA,E10000013
15/03/2020,Greenwich,13,UTLA,E09000011
15/03/2020,Hackney and City of London,13,UTLA,E09000012
15/03/2020,Halton,0,UTLA,E06000006
15/03/2020,Hammersmith and Fulham,19,UTLA,E09000013
15/03/2020,Hampshire,53,UTLA,E10000014
15/03/2020,Haringey,11,UTLA,E09000014
15/03/2020,Harrow,12,UTLA,E09000015
15/03/2020,Hartlepool,0,UTLA,E06000001
15/03/2020,Havering,5,UTLA,E09000016
15/03/2020,"Herefordshire, County of",1,UTLA,E06000019
15/03/2020,Hertfordshire,32,UTLA,E10000015
15/03/2020,Hillingdon,10,UTLA,E09000017
15/03/2020,Hounslow,10,UTLA,E09000018
15/03/2020,Isle of Wight,2,UTLA,E06000046
15/03/2020,Islington,4,UTLA,E09000019
15/03/2020,Kensington and Chelsea,40,UTLA,E09000020
15/03/2020,Kent,11,UTLA,E10000016
15/03/2020,"Kingston upon Hull, City of",0,UTLA,E06000010
15/03/2020,Kingston upon Thames,2,UTLA,E09000021
15/03/2020,Kirklees,3,UTLA,E08000034
15/03/2020,Knowsley,0,UTLA,E08000011
15/03/2020,Lambeth,26,UTLA,E09000022
15/03/2020,Lancashire,6,UTLA,E10000017
15/03/2020,Leeds,19,UTLA,E08000035
15/03/2020,Leicester,2,UTLA,E06000016
15/03/2020,Leicestershire,6,UTLA,E10000018
15/03/2020,Lewisham,11,UTLA,E09000023
15/03/2020,Lincolnshire,4,UTLA,E10000019
15/03/2020,Liverpool,9,UTLA,E08000012
15/03/2020,Luton,2,UTLA,E06000032
15/03/2020,Manchester,9,UTLA,E08000003
15/03/2020,Medway,2,UTLA,E06000035
15/03/2020,Merton,9,UTLA,E09000024
15/03/2020,Middlesbrough,0,UTLA,E06000002
15/03/2020,Milton Keynes,4,UTLA,E06000042
15/03/2020,Newcastle upon Tyne,4,UTLA,E08000021
15/03/2020,Newham,3,UTLA,E09000025
15/03/2020,Norfolk,1,UTLA,E10000020
15/03/2020,North East Lincolnshire,0,UTLA,E06000012
15/03/2020,North Lincolnshire,2,UTLA,E06000013
15/03/2020,North Somerset,0,UTLA,E06000024
15/03/2020,North Tyneside,2,UTLA,E08000022
15/03/2020,North Yorkshire,7,UTLA,E10000023
15/03/2020,Northamptonshire,9,UTLA,E10000021
15/03/2020,Northumberland,0,UTLA,E06000057
15/03/2020,Nottingham,5,UTLA,E06000018
15/03/2020,Nottinghamshire,6,UTLA,E10000024
15/03/2020,Oldham,6,UTLA,E08000004
15/03/2020,Oxfordshire,24,UTLA,E10000025
15/03/2020,Peterborough,1,UTLA,E06000031
15/03/2020,Plymouth,2,UTLA,E06000026
15/03/2020,Portsmouth,1,UTLA,E06000044
15/03/2020,Reading,3,UTLA,E06000038
15/03/2020,Redbridge,1,UTLA,E09000026
15/03/2020,Redcar and Cleveland,1,UTLA,E06000003
15/03/2020,Richmond upon Thames,2,UTLA,E09000027
15/03/2020,Rochdale,2,UTLA,E08000005
15/03/2020,Rotherham,2,UTLA,E08000018
15/03/2020,Rutland,0,UTLA,E06000017
15/03/2020,Salford,1,UTLA,E08000006
15/03/2020,Sandwell,1,UTLA,E08000028
15/03/2020,Sefton,1,UTLA,E08000014
15/03/2020,Sheffield,12,UTLA,E08000019
15/03/2020,Shropshire,4,UTLA,E06000051
15/03/2020,Slough,3,UTLA,E06000039
15/03/2020,Solihull,0,UTLA,E08000029
15/03/2020,Somerset,2,UTLA,E10000027
15/03/2020,South Gloucestershire,4,UTLA,E06000025
15/03/2020,South Tyneside,0,UTLA,E08000023
15/03/2020,Southampton,1,UTLA,E06000045
15/03/2020,Southend-on-Sea,3,UTLA,E06000033
15/03/2020,Southwark,30,UTLA,E09000028
15/03/2020,St. Helens,1,UTLA,E08000013
15/03/2020,Staffordshire,6,UTLA,E10000028
15/03/2020,Stockport,3,UTLA,E08000007
15/03/2020,Stockton-on-Tees,2,UTLA,E06000004
15/03/2020,Stoke-on-Trent,0,UTLA,E06000021
15/03/2020,Suffolk,3,UTLA,E10000029
15/03/2020,Sunderland,1,UTLA,E08000024
15/03/2020,Surrey,23,UTLA,E10000030
15/03/2020,Sutton,7,UTLA,E09000029
15/03/2020,Swindon,2,UTLA,E06000030
15/03/2020,Tameside,3,UTLA,E08000008
15/03/2020,Telford and Wrekin,0,UTLA,E06000020
15/03/2020,Thurrock,1,UTLA,E06000034
15/03/2020,Torbay,7,UTLA,E06000027
15/03/2020,Tower Hamlets,9,UTLA,E09000030
15/03/2020,Trafford,6,UTLA,E08000009
15/03/2020,Wakefield,2,UTLA,E08000036
15/03/2020,Walsall,5,UTLA,E08000030
15/03/2020,Waltham Forest,2,UTLA,E09000031
15/03/2020,Wandsworth,17,UTLA,E09000032
15/03/2020,Warrington,1,UTLA,E06000007
15/03/2020,Warwickshire,5,UTLA,E10000031
15/03/2020,West Berkshire,3,UTLA,E06000037
15/03/2020,West Sussex,7,UTLA,E10000032
15/03/2020,Westminster,35,UTLA,E09000033
15/03/2020,Wigan,3,UTLA,E08000010
15/03/2020,Wiltshire,5,UTLA,E06000054
15/03/2020,Windsor and Maidenhead,6,UTLA,E06000040
15/03/2020,Wirral,5,UTLA,E08000015
15/03/2020,Wokingham,5,UTLA,E06000041
15/03/2020,Wolverhampton,8,UTLA,E08000031
15/03/2020,Worcestershire,3,UTLA,E10000034
15/03/2020,York,4,UTLA,E06000014
15/03/2020,East of England,71,NHS_region,E40000007
15/03/2020,London,407,NHS_region,E40000003
15/03/2020,Midlands,94,NHS_region,E40000008
15/03/2020,North East and Yorkshire,91,NHS_region,E40000009
15/03/2020,North West,76,NHS_region,E40000010
15/03/2020,South East,175,NHS_region,E40000005
15/03/2020,South West,61,NHS_region,E40000006
15/03/2020,England,1099,Country,E92
15/03/2020,Scotland,153,Country,S92
15/03/2020,Wales,94,Country,W92
15/03/2020,Northern Ireland,45,Country,N92
15/03/2020,Ayrshire and Arran,6,NHS_region,S08000015
15/03/2020,Borders,7,NHS_region,S08000016
15/03/2020,Dumfries and Gallow,0,NHS_region,S08000017
15/03/2020,Fife,7,NHS_region,S08000018
15/03/2020,Forth Valley,10,NHS_region,S08000019
15/03/2020,Grampian,12,NHS_region,S08000020
15/03/2020,Greater Glasgow and Clyde,39,NHS_region,S08000021
15/03/2020,Highlands,2,NHS_region,S08000022
15/03/2020,Lanarkshire,16,NHS_region,S08000023
15/03/2020,Lothian,28,NHS_region,S08000024
15/03/2020,Shetland,11,NHS_region,S08000026
15/03/2020,Tayside,15,NHS_region,S08000027
16/03/2020,Barking and Dagenham,10,UTLA,E09000002
16/03/2020,Barnet,25,UTLA,E09000003
16/03/2020,Barnsley,4,UTLA,E08000016
16/03/2020,Bath and North East Somerset,1,UTLA,E06000022
16/03/2020,Bedford,0,UTLA,E06000055
16/03/2020,Bexley,8,UTLA,E09000004
16/03/2020,Birmingham,15,UTLA,E08000025
16/03/2020,Blackburn with Darwen,0,UTLA,E06000008
16/03/2020,Blackpool,2,UTLA,E06000009
16/03/2020,Bolton,3,UTLA,E08000001
16/03/2020,"Bournemouth, Christchurch and Poole",5,UTLA,E06000058
16/03/2020,Bracknell Forest,4,UTLA,E06000036
16/03/2020,Bradford,7,UTLA,E08000032
16/03/2020,Brent,20,UTLA,E09000005
16/03/2020,Brighton and Hove,10,UTLA,E06000043
16/03/2020,"Bristol, City of",7,UTLA,E06000023
16/03/2020,Bromley,11,UTLA,E09000006
16/03/2020,Buckinghamshire,12,UTLA,E10000002
16/03/2020,Bury,6,UTLA,E08000002
16/03/2020,Calderdale,2,UTLA,E08000033
16/03/2020,Cambridgeshire,12,UTLA,E10000003
16/03/2020,Camden,22,UTLA,E09000007
16/03/2020,Central Bedfordshire,4,UTLA,E06000056
16/03/2020,Cheshire East,0,UTLA,E06000049
16/03/2020,Cheshire West and Chester,4,UTLA,E06000050
16/03/2020,Cornwall and Isles of Scilly,8,UTLA,E06000052
16/03/2020,County Durham,1,UTLA,E06000047
16/03/2020,Coventry,3,UTLA,E08000026
16/03/2020,Croydon,4,UTLA,E09000008
16/03/2020,Cumbria,10,UTLA,E10000006
16/03/2020,Darlington,2,UTLA,E06000005
16/03/2020,Derby,4,UTLA,E06000015
16/03/2020,Derbyshire,12,UTLA,E10000007
16/03/2020,Devon,20,UTLA,E10000008
16/03/2020,Doncaster,2,UTLA,E08000017
16/03/2020,Dorset,2,UTLA,E06000059
16/03/2020,Dudley,6,UTLA,E08000027
16/03/2020,Ealing,18,UTLA,E09000009
16/03/2020,East Riding of Yorkshire,4,UTLA,E06000011
16/03/2020,East Sussex,2,UTLA,E10000011
16/03/2020,Enfield,8,UTLA,E09000010
16/03/2020,Essex,20,UTLA,E10000012
16/03/2020,Gateshead,1,UTLA,E08000037
16/03/2020,Gloucestershire,6,UTLA,E10000013
16/03/2020,Greenwich,18,UTLA,E09000011
16/03/2020,Hackney and City of London,20,UTLA,E09000012
16/03/2020,Halton,0,UTLA,E06000006
16/03/2020,Hammersmith and Fulham,21,UTLA,E09000013
16/03/2020,Hampshire,55,UTLA,E10000014
16/03/2020,Haringey,16,UTLA,E09000014
16/03/2020,Harrow,14,UTLA,E09000015
16/03/2020,Hartlepool,0,UTLA,E06000001
16/03/2020,Havering,5,UTLA,E09000016
16/03/2020,"Herefordshire, County of",1,UTLA,E06000019
16/03/2020,Hertfordshire,29,UTLA,E10000015
16/03/2020,Hillingdon,13,UTLA,E09000017
16/03/2020,Hounslow,12,UTLA,E09000018
16/03/2020,Isle of Wight,1,UTLA,E06000046
16/03/2020,Islington,11,UTLA,E09000019
16/03/2020,Kensington and Chelsea,43,UTLA,E09000020
16/03/2020,Kent,12,UTLA,E10000016
16/03/2020,"Kingston upon Hull, City of",1,UTLA,E06000010
16/03/2020,Kingston upon Thames,2,UTLA,E09000021
16/03/2020,Kirklees,2,UTLA,E08000034
16/03/2020,Knowsley,0,UTLA,E08000011
16/03/2020,Lambeth,26,UTLA,E09000022
16/03/2020,Lancashire,8,UTLA,E10000017
16/03/2020,Leeds,14,UTLA,E08000035
16/03/2020,Leicester,1,UTLA,E06000016
16/03/2020,Leicestershire,5,UTLA,E10000018
16/03/2020,Lewisham,17,UTLA,E09000023
16/03/2020,Lincolnshire,4,UTLA,E10000019
16/03/2020,Liverpool,6,UTLA,E08000012
16/03/2020,Luton,3,UTLA,E06000032
16/03/2020,Manchester,8,UTLA,E08000003
16/03/2020,Medway,2,UTLA,E06000035
16/03/2020,Merton,12,UTLA,E09000024
16/03/2020,Middlesbrough,0,UTLA,E06000002
16/03/2020,Milton Keynes,3,UTLA,E06000042
16/03/2020,Newcastle upon Tyne,5,UTLA,E08000021
16/03/2020,Newham,3,UTLA,E09000025
16/03/2020,Norfolk,2,UTLA,E10000020
16/03/2020,North East Lincolnshire,0,UTLA,E06000012
16/03/2020,North Lincolnshire,1,UTLA,E06000013
16/03/2020,North Somerset,2,UTLA,E06000024
16/03/2020,North Tyneside,3,UTLA,E08000022
16/03/2020,North Yorkshire,6,UTLA,E10000023
16/03/2020,Northamptonshire,12,UTLA,E10000021
16/03/2020,Northumberland,0,UTLA,E06000057
16/03/2020,Nottingham,10,UTLA,E06000018
16/03/2020,Nottinghamshire,14,UTLA,E10000024
16/03/2020,Oldham,10,UTLA,E08000004
